Type,Item Group Name,Item Name,Item Code,Position Strategy Allocation,Item Phase,Inventory Type,Stock In,Warehouse,Zone,Intake Date,Batch No.,Instrction/Process No,Process Name,Outturn No,Grower Marks,Stock In Day(s),Bags,Pockets,Units,Packing Type,Qty.,UOM,Blocked,LB No.,Block Against Collateral/STI,SO No.,PO No.,Supplier,Supplier Address,Certification,Outturn / Factor	,Warrant No
WH,WASHED ARABICA,ABOVE SCREEN 14,ABOVE SCREEN 14,POST 14 FAQ,Finished Good,2024 / 2025,5,KAHAWA BORA WAREHOUSE,M-07-1,24-OCT-2025,CS-00780-ABOVE SCREEN 14,,,RG-00168,,5,7,45.80,8,60 KG JUTE BAG,465.80,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,ABOVE SCREEN 14,ABOVE SCREEN 14,POST 14 FAQ,Finished Good,2024 / 2025,2,KAHAWA BORA WAREHOUSE,O-04-1,27-OCT-2025,CS-00777-ABOVE SCREEN 14,,,RG-00143,,2,83,7.30,83,60 KG JUTE BAG,4987.30,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,ABOVE SCREEN 14,ABOVE SCREEN 14,POST 14 FAQ,Finished Good,2024 / 2025,1,KAHAWA BORA WAREHOUSE,O-04-1,28-OCT-2025,CS-00783-ABOVE SCREEN 14,,,RG-00185,,1,47,29.80,48,60 KG JUTE BAG,2849.80,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,ABOVE SCREEN 14,ABOVE SCREEN 14,POST 14 FAQ,Finished Good,2024 / 2025,1,KAHAWA BORA WAREHOUSE,O-04-1,28-OCT-2025,CS-00784-ABOVE SCREEN 14,,,RG-00186,,1,29,11,30,60 KG JUTE BAG,1751,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,ABOVE SCREEN 14,ABOVE SCREEN 14,POST 14 FAQ,Finished Good,2024 / 2025,1,KAHAWA BORA WAREHOUSE,O-05-1,28-OCT-2025,CS-00785-ABOVE SCREEN 14,,,RG-00187,,1,31,8.20,32,60 KG JUTE BAG,1868.20,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,ABOVE SCREEN 14,ABOVE SCREEN 14,POST 14 FAQ,Finished Good,2024 / 2025,2,KAHAWA BORA WAREHOUSE,P-04-1,27-OCT-2025,CS-00781-ABOVE SCREEN 14,,,RG-00183,,2,33,23.40,34,60 KG JUTE BAG,2003.40,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,ABOVE SCREEN 14,ABOVE SCREEN 14,POST 14 FAQ,Finished Good,2024 / 2025,2,KAHAWA BORA WAREHOUSE,R-04-1,27-OCT-2025,CS-00778-ABOVE SCREEN 14,,,RG-00145,,2,24,47.50,25,60 KG JUTE BAG,1487.50,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,ABOVE SCREEN 14,ABOVE SCREEN 14,POST 14 FAQ,Finished Good,2024 / 2025,2,KAHAWA BORA WAREHOUSE,R-05-1,27-OCT-2025,CS-00779-ABOVE SCREEN 14,,,RG-00160,,2,35,19.60,36,60 KG JUTE BAG,2119.60,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,ABOVE SCREEN 14,ABOVE SCREEN 14,POST 14 FAQ,Finished Good,2024 / 2025,2,KAHAWA BORA WAREHOUSE,R-06-1,27-OCT-2025,CS-00775-ABOVE SCREEN 14,,,RG-00141,,2,31,9.20,32,60 KG JUTE BAG,1869.20,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,ABOVE SCREEN 14,ABOVE SCREEN 14,POST 14 FAQ,Finished Good,2024 / 2025,2,KAHAWA BORA WAREHOUSE,R-08-1,27-OCT-2025,CS-00776-ABOVE SCREEN 14,,,RG-00142,,2,30,35.10,31,60 KG JUTE BAG,1835.10,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,ABOVE SCREEN 14,ABOVE SCREEN 14,POST 14 FAQ,Finished Good,2024 / 2025,2,KAHAWA BORA WAREHOUSE,R-08-1,27-OCT-2025,CS-00782-ABOVE SCREEN 14,,,RG-00184,,2,33,42.40,34,60 KG JUTE BAG,2022.40,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,ABOVE SCREEN 15,ABOVE SCREEN 15,POST GRINDER BOLD,Intermediate,2024 / 2025,6,KAHAWA BORA WAREHOUSE,M-10-1,23-OCT-2025,RG-00236-ABOVE SCREEN 15,,,RG-00236,,6,74,10.50,75,60 KG JUTE BAG,4450.50,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,ABOVE SCREEN 15,ABOVE SCREEN 15,POST GRINDER BOLD,Intermediate,2024 / 2025,7,KAHAWA BORA WAREHOUSE,O-09-1,22-OCT-2025,RG-00234-ABOVE SCREEN 15,,,RG-00234,,7,90,21.10,91,60 KG JUTE BAG,5421.10,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,ABOVE SCREEN 15,ABOVE SCREEN 15,POST GRINDER BOLD,Intermediate,2024 / 2025,0,KAHAWA BORA WAREHOUSE,P-03-1,29-OCT-2025,CS-00801-ABOVE SCREEN 15,,,RG-00240,,0,82,25.30,83,60 KG JUTE BAG,4945.30,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,ABOVE SCREEN 15,ABOVE SCREEN 15,POST GRINDER BOLD,Intermediate,2024 / 2025,8,KAHAWA BORA WAREHOUSE,R-03-1,21-OCT-2025,RG-00221-ABOVE SCREEN 15,,,RG-00221,,8,88,46.90,89,60 KG JUTE BAG,5326.90,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,ABOVE SCREEN 15,ABOVE SCREEN 15,POST GRINDER BOLD,Intermediate,2024 / 2025,0,KAHAWA BORA WAREHOUSE,R-07-1,29-OCT-2025,CS-00800-ABOVE SCREEN 15,,,RG-00239,,0,81,33.20,82,60 KG JUTE BAG,4893.20,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,ABOVE SCREEN 15,ABOVE SCREEN 15,POST GRINDER BOLD,Intermediate,2024 / 2025,8,KAHAWA BORA WAREHOUSE,R-07-1,21-OCT-2025,RG-00235-ABOVE SCREEN 15,,,RG-00235,,8,77,51.80,78,60 KG JUTE BAG,4671.80,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,ABOVE SCREEN 17,ABOVE SCREEN 17,IN AA - PLUS,Finished Good,2024 / 2025,44,KAHAWA BORA WAREHOUSE,M-06-1,15-SEP-2025,RG-00136-ABOVE SCREEN 17,,,RG-00136,,44,6,10.70,7,60 KG JUTE BAG,370.70,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,ABOVE SCREEN 17,ABOVE SCREEN 17,IN AA - FAQ PLUS,Finished Good,2024 / 2025,44,KAHAWA BORA WAREHOUSE,M-06-1,15-SEP-2025,RG-00137-ABOVE SCREEN 17,,,RG-00137,,44,9,3.40,9,60 KG JUTE BAG,543.40,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,ABOVE SCREEN 17,ABOVE SCREEN 17,IN AA - FAQ PLUS,Finished Good,2024 / 2025,44,KAHAWA BORA WAREHOUSE,M-06-1,15-SEP-2025,RG-00138-ABOVE SCREEN 17,,,RG-00138,,44,8,55.40,9,60 KG JUTE BAG,535.40,Kg,No,, ,,,,,RAINFOREST ALLIANCE,,
WH,WASHED ARABICA,ABOVE SCREEN 17,ABOVE SCREEN 17,POST FAQ MINUS,Finished Good,2024 / 2025,35,KAHAWA BORA WAREHOUSE,M-09-1,24-SEP-2025,RG-00089-ABOVE SCREEN 17,,,RG-00089,,35,48,19.60,49,60 KG JUTE BAG,2899.60,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,ABOVE SCREEN 17,ABOVE SCREEN 17,POST FAQ PLUS,Finished Good,2024 / 2025,44,KAHAWA BORA WAREHOUSE,M-09-1,15-SEP-2025,RG-00094-ABOVE SCREEN 17,,,RG-00094,,44,86,35.60,86,60 KG JUTE BAG,5195.60,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,ABOVE SCREEN 17,ABOVE SCREEN 17,IN AA - TOP,Finished Good,2024 / 2025,35,KAHAWA BORA WAREHOUSE,M-09-1,24-SEP-2025,RG-00100-ABOVE SCREEN 17,,,RG-00100,,35,66,41.70,67,60 KG JUTE BAG,4001.70,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,ABOVE SCREEN 17,ABOVE SCREEN 17,POST 17 UP FAQ,Finished Good,2024 / 2025,32,KAHAWA BORA WAREHOUSE,M-10-1,27-SEP-2025,RG-00191-ABOVE SCREEN 17,,,RG-00191,,32,40,34.10,41,60 KG JUTE BAG,2434.10,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,ABOVE SCREEN 17,ABOVE SCREEN 17,POST 17 UP FAQ,Finished Good,2024 / 2025,32,KAHAWA BORA WAREHOUSE,M-10-1,27-SEP-2025,RG-00192-ABOVE SCREEN 17,,,RG-00192,,32,34,15.50,35,60 KG JUTE BAG,2055.50,Kg,No,, ,,,,,RAINFOREST ALLIANCE,,
WH,WASHED ARABICA,ABOVE SCREEN 17,ABOVE SCREEN 17,POST 17 UP TOP,Finished Good,2024 / 2025,42,KAHAWA BORA WAREHOUSE,O-06-1,17-SEP-2025,CS-00501-ABOVE SCREEN 17,,,RG-00098,,42,12,4.70,12,60 KG JUTE BAG,724.70,Kg,No,, ,,,,,FAIRTRADE,,
WH,WASHED ARABICA,ABOVE SCREEN 17,ABOVE SCREEN 17,POST FAQ PLUS,Finished Good,2024 / 2025,35,KAHAWA BORA WAREHOUSE,O-06-1,24-SEP-2025,CS-00636-ABOVE SCREEN 17,,,BULK-00338,,35,173,54.40,174,60 KG JUTE BAG,10434.40,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,ABOVE SCREEN 17,ABOVE SCREEN 17,POST 17 UP FAQ,Finished Good,2024 / 2025,7,KAHAWA BORA WAREHOUSE,R-06-1,22-OCT-2025,RG-00222-ABOVE SCREEN 17,,,RG-00222,,7,51,28.20,52,60 KG JUTE BAG,3088.20,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,ABOVE SCREEN 17,ABOVE SCREEN 17,POST 17 UP PLUS,Finished Good,2024 / 2025,50,KAHAWA BORA WAREHOUSE,R-10-1,09-SEP-2025,CS-00499-ABOVE SCREEN 17,,,RG-00096,,50,16,14.70,17,60 KG JUTE BAG,974.70,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,ABOVE SCREEN 17,ABOVE SCREEN 17,IN AA - PLUS,Finished Good,2024 / 2025,42,KAHAWA BORA WAREHOUSE,R-12-1,17-SEP-2025,RG-00099-ABOVE SCREEN 17,,,RG-00099,,42,67,35.30,68,60 KG JUTE BAG,4055.30,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,ABOVE SCREEN 17,ABOVE SCREEN 17,IN AA - PLUS,Finished Good,2024 / 2025,42,KAHAWA BORA WAREHOUSE,R-12-1,17-SEP-2025,RG-00101-ABOVE SCREEN 17,,,RG-00101,,42,13,39.40,14,60 KG JUTE BAG,819.40,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,ABOVE SCREEN 17,ABOVE SCREEN 17,IN AA - PLUS,Finished Good,2024 / 2025,42,KAHAWA BORA WAREHOUSE,R-12-1,17-SEP-2025,RG-00104-ABOVE SCREEN 17,,,RG-00104,,42,27,0.70,27,60 KG JUTE BAG,1620.70,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,ABOVE SCREEN 17,ABOVE SCREEN 17,POST 17 UP PLUS,Finished Good,2024 / 2025,42,KAHAWA BORA WAREHOUSE,R-12-1,17-SEP-2025,RG-00128-ABOVE SCREEN 17,,,RG-00128,,42,43,54.40,44,60 KG JUTE BAG,2634.40,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,BELOW SCREEN 13,BELOW SCREEN 13,POST GRINDER LIGHT,Finished Good,2024 / 2025,8,KAHAWA BORA WAREHOUSE,J-0-12,21-OCT-2025,RG-00215-BELOW SCREEN 13,,,RG-00215,,8,14,44.50,15,60 KG JUTE BAG,884.50,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,BELOW SCREEN 13,BELOW SCREEN 13,IN GRINDER LIGHT,Finished Good,2024 / 2025,8,KAHAWA BORA WAREHOUSE,J-0-12,21-OCT-2025,RG-00229-BELOW SCREEN 13,,,RG-00229,,8,30,21.10,31,60 KG JUTE BAG,1821.10,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,BELOW SCREEN 13,BELOW SCREEN 13,POST GRINDER LIGHT,Finished Good,2024 / 2025,35,KAHAWA BORA WAREHOUSE,K-11-1,24-SEP-2025,PC-00072-BELOW SCREEN 13,,,PC-00072,,35,10,23.60,11,60 KG JUTE BAG,623.60,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,BELOW SCREEN 13,BELOW SCREEN 13,POST GRINDER LIGHT,Finished Good,2024 / 2025,34,KAHAWA BORA WAREHOUSE,K-11-1,25-SEP-2025,PC-00074-BELOW SCREEN 13,,,PC-00074,,34,21,30.70,22,60 KG JUTE BAG,1290.70,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,BELOW SCREEN 13,BELOW SCREEN 13,POST GRINDER LIGHT,Finished Good,2024 / 2025,11,KAHAWA BORA WAREHOUSE,K-11-1,18-OCT-2025,RG-00196-BELOW SCREEN 13,,,RG-00196,,11,13,4,13,60 KG JUTE BAG,784,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,BELOW SCREEN 13,BELOW SCREEN 13,POST GRINDER LIGHT,Finished Good,2024 / 2025,13,KAHAWA BORA WAREHOUSE,K-12-1,16-OCT-2025,RG-00238-BELOW SCREEN 13,,,RG-00238,,13,47,56.80,48,60 KG JUTE BAG,2876.80,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,BELOW SCREEN 13,BELOW SCREEN 13,POST GRINDER LIGHT,Finished Good,2024 / 2025,16,KAHAWA BORA WAREHOUSE,L-09-1,13-OCT-2025,RG-00225-BELOW SCREEN 13,,,RG-00225,,16,44,30.50,45,60 KG JUTE BAG,2670.50,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,BELOW SCREEN 13,BELOW SCREEN 13,POST GRINDER LIGHT,Finished Good,2024 / 2025,16,KAHAWA BORA WAREHOUSE,L-10-1,13-OCT-2025,RG-00228-BELOW SCREEN 13,,,RG-00228,,16,27,30,28,60 KG JUTE BAG,1650,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,BELOW SCREEN 13,BELOW SCREEN 13,IN GRINDER LIGHT,Finished Good,2024 / 2025,6,KAHAWA BORA WAREHOUSE,L-10-1,23-OCT-2025,RG-00246-BELOW SCREEN 13,,,RG-00246,,6,44,51.50,45,60 KG JUTE BAG,2691.50,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,BELOW SCREEN 13,BELOW SCREEN 13,IN GRINDER LIGHT,Finished Good,2024 / 2025,5,KAHAWA BORA WAREHOUSE,L-10-1,24-OCT-2025,RG-00258-BELOW SCREEN 13,,,RG-00258,,5,27,44.80,28,60 KG JUTE BAG,1664.80,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,BELOW SCREEN 13,BELOW SCREEN 13,POST GRINDER LIGHT,Finished Good,2024 / 2025,25,KAHAWA BORA WAREHOUSE,M-04-1,04-OCT-2025,RG-00209-BELOW SCREEN 13,,,RG-00209,,25,7,38.80,8,60 KG JUTE BAG,458.80,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,BELOW SCREEN 13,BELOW SCREEN 13,POST GRINDER LIGHT,Finished Good,2024 / 2025,25,KAHAWA BORA WAREHOUSE,M-04-1,04-OCT-2025,RG-00210-BELOW SCREEN 13,,,RG-00210,,25,7,11.80,8,60 KG JUTE BAG,431.80,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,BELOW SCREEN 13,BELOW SCREEN 13,POST GRINDER LIGHT,Finished Good,2024 / 2025,8,KAHAWA BORA WAREHOUSE,M-04-1,21-OCT-2025,RG-00211-BELOW SCREEN 13,,,RG-00211,,8,4,45.50,5,60 KG JUTE BAG,285.50,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,BELOW SCREEN 13,BELOW SCREEN 13,POST GRINDER LIGHT,Finished Good,2024 / 2025,16,KAHAWA BORA WAREHOUSE,M-04-1,13-OCT-2025,RG-00224-BELOW SCREEN 13,,,RG-00224,,16,7,41.80,8,60 KG JUTE BAG,461.80,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,BELOW SCREEN 13,BELOW SCREEN 13,IN GRINDER LIGHT,Finished Good,2024 / 2025,15,KAHAWA BORA WAREHOUSE,M-04-1,14-OCT-2025,RG-00230-BELOW SCREEN 13,,,RG-00230,,15,8,5.80,8,60 KG JUTE BAG,485.80,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,BELOW SCREEN 13,BELOW SCREEN 13,IN GRINDER LIGHT,Finished Good,2024 / 2025,15,KAHAWA BORA WAREHOUSE,M-04-1,14-OCT-2025,RG-00231-BELOW SCREEN 13,,,RG-00231,,15,5,48.60,6,60 KG JUTE BAG,348.60,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,BELOW SCREEN 13,BELOW SCREEN 13,IN GRINDER LIGHT,Finished Good,2024 / 2025,15,KAHAWA BORA WAREHOUSE,M-04-1,14-OCT-2025,RG-00232-BELOW SCREEN 13,,,RG-00232,,15,9,21,10,60 KG JUTE BAG,561,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,BELOW SCREEN 13,BELOW SCREEN 13,IN GRINDER LIGHT,Finished Good,2024 / 2025,15,KAHAWA BORA WAREHOUSE,M-04-1,14-OCT-2025,RG-00233-BELOW SCREEN 13,,,RG-00233,,15,9,42,10,60 KG JUTE BAG,582,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,BELOW SCREEN 13,BELOW SCREEN 13,POST GRINDER LIGHT,Finished Good,2024 / 2025,23,KAHAWA BORA WAREHOUSE,M-05-1,06-OCT-2025,RG-00212-BELOW SCREEN 13,,,RG-00212,,23,4,9.50,5,60 KG JUTE BAG,249.50,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,BELOW SCREEN 13,BELOW SCREEN 13,POST GRINDER LIGHT,Finished Good,2024 / 2025,23,KAHAWA BORA WAREHOUSE,M-05-1,06-OCT-2025,RG-00213-BELOW SCREEN 13,,,RG-00213,,23,5,12.60,6,60 KG JUTE BAG,312.60,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,BELOW SCREEN 13,BELOW SCREEN 13,POST GRINDER LIGHT,Finished Good,2024 / 2025,22,KAHAWA BORA WAREHOUSE,M-05-1,07-OCT-2025,RG-00216-BELOW SCREEN 13,,,RG-00216,,22,7,8.80,8,60 KG JUTE BAG,428.80,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,BELOW SCREEN 13,BELOW SCREEN 13,POST GRINDER LIGHT,Finished Good,2024 / 2025,35,KAHAWA BORA WAREHOUSE,M-06-1,24-SEP-2025,PC-00073-BELOW SCREEN 13,,,PC-00073,,35,6,40.20,7,60 KG JUTE BAG,400.20,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,BELOW SCREEN 13,BELOW SCREEN 13,POST GRINDER LIGHT,Finished Good,2024 / 2025,22,KAHAWA BORA WAREHOUSE,M-06-1,07-OCT-2025,RG-00214-BELOW SCREEN 13,,,RG-00214,,22,6,15.70,7,60 KG JUTE BAG,375.70,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,BELOW SCREEN 13,BELOW SCREEN 13,POST GRINDER LIGHT,Finished Good,2024 / 2025,33,KAHAWA BORA WAREHOUSE,M-07-1,26-SEP-2025,RG-00198-BELOW SCREEN 13,,,RG-00198,,33,4,35.50,5,60 KG JUTE BAG,275.50,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,BELOW SCREEN 13,BELOW SCREEN 13,POST GRINDER LIGHT,Finished Good,2024 / 2025,33,KAHAWA BORA WAREHOUSE,M-07-1,26-SEP-2025,RG-00200-BELOW SCREEN 13,,,RG-00200,,33,7,10.80,8,60 KG JUTE BAG,430.80,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,BELOW SCREEN 13,BELOW SCREEN 13,POST GRINDER LIGHT,Finished Good,2024 / 2025,22,KAHAWA BORA WAREHOUSE,M-07-1,07-OCT-2025,RG-00208-BELOW SCREEN 13,,,RG-00208,,22,3,19.40,4,60 KG JUTE BAG,199.40,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,BELOW SCREEN 13,BELOW SCREEN 13,POST GRINDER LIGHT,Finished Good,2024 / 2025,21,KAHAWA BORA WAREHOUSE,M-07-1,08-OCT-2025,RG-00217-BELOW SCREEN 13,,,RG-00217,,21,3,20.60,4,60 KG JUTE BAG,200.60,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,BELOW SCREEN 13,BELOW SCREEN 13,POST GRINDER LIGHT,Finished Good,2024 / 2025,21,KAHAWA BORA WAREHOUSE,M-07-1,08-OCT-2025,RG-00218-BELOW SCREEN 13,,,RG-00218,,21,3,11.60,4,60 KG JUTE BAG,191.60,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,BELOW SCREEN 13,BELOW SCREEN 13,POST GRINDER LIGHT,Finished Good,2024 / 2025,21,KAHAWA BORA WAREHOUSE,M-07-1,08-OCT-2025,RG-00219-BELOW SCREEN 13,,,RG-00219,,21,9,48.20,10,60 KG JUTE BAG,588.20,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,BELOW SCREEN 13,BELOW SCREEN 13,POST GRINDER LIGHT,Finished Good,2024 / 2025,20,KAHAWA BORA WAREHOUSE,O-08-1,09-OCT-2025,RG-00220-BELOW SCREEN 13,,,RG-00220,,20,15,30.60,16,60 KG JUTE BAG,930.60,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,BELOW SCREEN 13,BELOW SCREEN 13,IN GRINDER LIGHT,Finished Good,2024 / 2025,5,KAHAWA BORA WAREHOUSE,P-06-1,24-OCT-2025,RG-00259-BELOW SCREEN 13,,,RG-00259,,5,26,4.70,27,60 KG JUTE BAG,1564.70,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,BELOW SCREEN 13,BELOW SCREEN 13,IN GRINDER LIGHT,Finished Good,2024 / 2025,20,KAHAWA BORA WAREHOUSE,P-07-1,09-OCT-2025,RG-00223-BELOW SCREEN 13,,,RG-00223,,20,37,48.80,38,60 KG JUTE BAG,2268.80,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,BELOW SCREEN 13,BELOW SCREEN 13,POST GRINDER LIGHT,Finished Good,2024 / 2025,14,KAHAWA BORA WAREHOUSE,P-08-1,15-OCT-2025,RG-00237-BELOW SCREEN 13,,,RG-00237,,14,48,43.90,49,60 KG JUTE BAG,2923.90,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,BELOW SCREEN 13,BELOW SCREEN 13,IN GRINDER LIGHT,Finished Good,2024 / 2025,4,KAHAWA BORA WAREHOUSE,P-09-1,25-OCT-2025,RG-00260-BELOW SCREEN 13,,,RG-00260,,4,10,52.10,11,60 KG JUTE BAG,652.10,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,BELOW SCREEN 13,BELOW SCREEN 13,IN GRINDER LIGHT,Finished Good,2024 / 2025,6,KAHAWA BORA WAREHOUSE,P-10-1,23-OCT-2025,RG-00245-BELOW SCREEN 13,,,RG-00245,,6,29,2.90,29,60 KG JUTE BAG,1742.90,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,BELOW SCREEN 14,BELOW SCREEN 14,POST GRINDER LIGHT,Finished Good,2024 / 2025,34,KAHAWA BORA WAREHOUSE,K-10-1,25-SEP-2025,RG-00195-BELOW SCREEN 14,,,RG-00195,,34,15,44.10,16,60 KG JUTE BAG,944.10,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,BELOW SCREEN 14,BELOW SCREEN 14,POST GRINDER LIGHT,Finished Good,2024 / 2025,35,KAHAWA BORA WAREHOUSE,K-11-1,24-SEP-2025,RG-00193-BELOW SCREEN 14,,,RG-00193,,35,23,19.40,24,60 KG JUTE BAG,1399.40,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,BELOW SCREEN 14,BELOW SCREEN 14,POST GRINDER LIGHT,Finished Good,2024 / 2025,35,KAHAWA BORA WAREHOUSE,K-11-1,24-SEP-2025,RG-00194-BELOW SCREEN 14,,,RG-00194,,35,17,48.80,18,60 KG JUTE BAG,1068.80,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,BELOW SCREEN 14,BELOW SCREEN 14,IN GRINDER BOLD,Finished Good,2024 / 2025,37,KAHAWA BORA WAREHOUSE,M-05-1,22-SEP-2025,RG-00183-BELOW SCREEN 14,,,RG-00183,,37,8,7.80,8,60 KG JUTE BAG,487.80,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,BELOW SCREEN 14,BELOW SCREEN 14,IN GRINDER BOLD,Finished Good,2024 / 2025,30,KAHAWA BORA WAREHOUSE,M-05-1,29-SEP-2025,RG-00184-BELOW SCREEN 14,,,RG-00184,,30,8,2.80,8,60 KG JUTE BAG,482.80,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,BELOW SCREEN 14,BELOW SCREEN 14,IN GRINDER LIGHT,Finished Good,2024 / 2025,36,KAHAWA BORA WAREHOUSE,M-05-1,23-SEP-2025,RG-00185-BELOW SCREEN 14,,,RG-00185,,36,7,9.80,8,60 KG JUTE BAG,429.80,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,BELOW SCREEN 14,BELOW SCREEN 14,IN GRINDER LIGHT,Finished Good,2024 / 2025,36,KAHAWA BORA WAREHOUSE,M-05-1,23-SEP-2025,RG-00186-BELOW SCREEN 14,,,RG-00186,,36,2,16.30,3,60 KG JUTE BAG,136.30,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,BELOW SCREEN 14,BELOW SCREEN 14,IN GRINDER LIGHT,Finished Good,2024 / 2025,36,KAHAWA BORA WAREHOUSE,M-05-1,23-SEP-2025,RG-00187-BELOW SCREEN 14,,,RG-00187,,36,0,28.10,1,60 KG JUTE BAG,28.10,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,BELOW SCREEN 14,BELOW SCREEN 14,POST GRINDER LIGHT,Finished Good,2024 / 2025,33,KAHAWA BORA WAREHOUSE,M-05-1,26-SEP-2025,RG-00199-BELOW SCREEN 14,,,RG-00199,,33,7,11.80,8,60 KG JUTE BAG,431.80,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,BELOW SCREEN 14,BELOW SCREEN 14,IN GRINDER BOLD,Finished Good,2024 / 2025,44,KAHAWA BORA WAREHOUSE,M-06-1,15-SEP-2025,RG-00168-BELOW SCREEN 14,,,RG-00168,,44,5,23.10,6,60 KG JUTE BAG,323.10,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,BELOW SCREEN 14,BELOW SCREEN 14,POST GRINDER LIGHT,Finished Good,2024 / 2025,30,KAHAWA BORA WAREHOUSE,M-06-1,29-SEP-2025,RG-00197-BELOW SCREEN 14,,,RG-00197,,30,5,25.60,6,60 KG JUTE BAG,325.60,Kg,No,, ,,,,,,,
WH,WASHED ARABICA,BELOW SCREEN 17,BELOW SCREEN 17,POST 16 FAQ,Finished Good,2024 / 2025,32,KAHAWA BORA WAREHOUSE,L-09-1,27-SEP-2025,FBULK-00052-BELOW SCREEN 17,,,FBULK-00052,,32,1,24.50,1,60 KG JUTE BAG,84.50,Kg,Yes,STI-00630#005679, ,,,,,,,
WH,WASHED ARABICA,BELOW SCREEN 17,BELOW SCREEN 17,IN AB - TOP,Finished Good,2024 / 2025,74,KAHAWA BORA WAREHOUSE,M-06-1,16-AUG-2025,RG-00136-BELOW SCREEN 17,,,RG-00136,,74,9,19.60,10,60 KG JUTE BAG,559.60,Kg,No,, ,,,,,,,
